x-axis,2,3,4
second,Volt,Volt,Volt
-2.493600E+00,,,
-2.491100E+00,+209.329E-03,-5.128141E+00,+201.005E-03
-2.488600E+00,+216.867E-03,-5.015075E+00,-364.322E-03
-2.486100E+00,+213.098E-03,-5.015075E+00,-25.126E-03
-2.483600E+00,+200.535E-03,-5.015075E+00,-201.005E-03
-2.481100E+00,+225.661E-03,-5.090452E+00,+75.377E-03
-2.478600E+00,+210.585E-03,-5.216080E+00,-201.005E-03
-2.476100E+00,+213.098E-03,-5.015075E+00,+201.005E-03
-2.473600E+00,+206.817E-03,-5.140704E+00,-62.814E-03
-2.471100E+00,+213.098E-03,-5.015075E+00,-226.131E-03
-2.468600E+00,+196.766E-03,-5.015075E+00,+201.005E-03
-2.466100E+00,+195.510E-03,-5.027638E+00,-339.196E-03
-2.463600E+00,+206.817E-03,-5.015075E+00,-62.814E-03
-2.461100E+00,+185.460E-03,-5.015075E+00,+201.005E-03
-2.458600E+00,+192.997E-03,-5.178392E+00,+201.005E-03
-2.456100E+00,+176.666E-03,-5.027638E+00,+163.317E-03
-2.453600E+00,+192.997E-03,-5.077889E+00,+0.0E+00
-2.451100E+00,+192.997E-03,-5.090452E+00,-276.382E-03
-2.448600E+00,+190.485E-03,-5.216080E+00,+163.317E-03
-2.446100E+00,+175.410E-03,-5.027638E+00,+201.005E-03
-2.443600E+00,+186.716E-03,-5.077889E+00,+263.819E-03
-2.441100E+00,+172.897E-03,-5.015075E+00,-113.065E-03
-2.438600E+00,+210.585E-03,-5.216080E+00,-201.005E-03
-2.436100E+00,+172.897E-03,-5.015075E+00,-364.322E-03
-2.433600E+00,+172.897E-03,-5.077889E+00,-125.628E-03
-2.431100E+00,+172.897E-03,-5.040201E+00,-113.065E-03
-2.428600E+00,+172.897E-03,-5.015075E+00,-301.508E-03
-2.426100E+00,+172.897E-03,-5.015075E+00,-201.005E-03
-2.423600E+00,+172.897E-03,-5.015075E+00,-263.819E-03
-2.421100E+00,+161.590E-03,-5.015075E+00,+113.065E-03
-2.418600E+00,+172.897E-03,-5.040201E+00,+201.005E-03
-2.416100E+00,+152.796E-03,-5.015075E+00,-175.879E-03
-2.413600E+00,+152.796E-03,-5.077889E+00,+125.628E-03
-2.411100E+00,+152.796E-03,-5.216080E+00,+163.317E-03
-2.408600E+00,+170.384E-03,-5.040201E+00,+163.317E-03
-2.406100E+00,+152.796E-03,-5.190955E+00,-175.879E-03
-2.403600E+00,+152.796E-03,-5.140704E+00,-188.442E-03
-2.401100E+00,+152.796E-03,-5.128141E+00,+62.814E-03
-2.398600E+00,+152.796E-03,-5.015075E+00,+25.126E-03
-2.396100E+00,+152.796E-03,-5.015075E+00,+12.563E-03
-2.393600E+00,+152.796E-03,-5.077889E+00,+201.005E-03
-2.391100E+00,+132.696E-03,-5.015075E+00,+226.131E-03
-2.388600E+00,+136.465E-03,-5.216080E+00,-226.131E-03
-2.386100E+00,+132.696E-03,-5.015075E+00,-175.879E-03
-2.383600E+00,+132.696E-03,-5.077889E+00,+125.628E-03
-2.381100E+00,+145.259E-03,-5.216080E+00,-25.126E-03
-2.378600E+00,+116.364E-03,-5.216080E+00,+25.126E-03
-2.376100E+00,+132.696E-03,-5.190955E+00,+12.563E-03
-2.373600E+00,+132.696E-03,-5.216080E+00,-326.633E-03
-2.371100E+00,+132.696E-03,-5.216080E+00,+201.005E-03
-2.368600E+00,+132.696E-03,-5.216080E+00,+25.126E-03
-2.366100E+00,+131.440E-03,-5.015075E+00,-175.879E-03
-2.363600E+00,+112.595E-03,-5.077889E+00,-188.442E-03
-2.361100E+00,+112.595E-03,-5.128141E+00,+75.377E-03
-2.358600E+00,+130.183E-03,-5.216080E+00,-201.005E-03
-2.356100E+00,+112.595E-03,-5.015075E+00,-376.884E-03
-2.353600E+00,+120.133E-03,-5.140704E+00,+125.628E-03
-2.351100E+00,+101.289E-03,-5.216080E+00,+75.377E-03
-2.348600E+00,+130.183E-03,-5.015075E+00,-100.503E-03
-2.346100E+00,+95.008E-03,-5.027638E+00,-175.879E-03
-2.343600E+00,+100.033E-03,-5.216080E+00,+0.0E+00
-2.341100E+00,+101.289E-03,-5.015075E+00,+25.126E-03
-2.338600E+00,+92.495E-03,-5.216080E+00,+163.317E-03
-2.336100E+00,+92.495E-03,-5.015075E+00,-213.568E-03
-2.333600E+00,+100.033E-03,-5.140704E+00,-125.628E-03
-2.331100E+00,+101.289E-03,-5.015075E+00,+0.0E+00
-2.328600E+00,+96.264E-03,-5.015075E+00,-301.508E-03
-2.326100E+00,+92.495E-03,-5.216080E+00,+163.317E-03
-2.323600E+00,+92.495E-03,-5.015075E+00,+201.005E-03
-2.321100E+00,+81.188E-03,-5.015075E+00,+37.688E-03
-2.318600E+00,+92.495E-03,-5.015075E+00,-301.508E-03
-2.316100E+00,+91.239E-03,-5.015075E+00,-201.005E-03
-2.313600E+00,+86.214E-03,-5.216080E+00,+201.005E-03
-2.311100E+00,+81.188E-03,-5.090452E+00,+113.065E-03
-2.308600E+00,+89.982E-03,-5.040201E+00,-201.005E-03
-2.306100E+00,+74.907E-03,-5.015075E+00,-376.884E-03
-2.303600E+00,+86.214E-03,-5.140704E+00,-188.442E-03
-2.301100E+00,+81.188E-03,-5.090452E+00,+201.005E-03
-2.298600E+00,+89.982E-03,-5.040201E+00,+125.628E-03
-2.296100E+00,+72.394E-03,-5.027638E+00,-364.322E-03
-2.293600E+00,+72.394E-03,-5.077889E+00,-62.814E-03
-2.291100E+00,+72.394E-03,-5.128141E+00,+75.377E-03
-2.288600E+00,+89.982E-03,-5.015075E+00,-201.005E-03
-2.286100E+00,+72.394E-03,-5.015075E+00,+12.563E-03
-2.283600E+00,+86.214E-03,-5.077889E+00,+201.005E-03
-2.281100E+00,+72.394E-03,-5.015075E+00,-75.377E-03
-2.278600E+00,+72.394E-03,-5.015075E+00,-301.508E-03
-2.276100E+00,+72.394E-03,-5.015075E+00,-213.568E-03
-2.273600E+00,+66.113E-03,-5.077889E+00,-402.010E-03
-2.271100E+00,+52.294E-03,-5.128141E+00,+0.0E+00
-2.268600E+00,+69.882E-03,-5.178392E+00,+201.005E-03
-2.266100E+00,+71.138E-03,-5.015075E+00,-201.005E-03
-2.263600E+00,+59.832E-03,-5.140704E+00,+0.0E+00
-2.261100E+00,+61.088E-03,-5.015075E+00,+163.317E-03
-2.258600E+00,+56.063E-03,-5.216080E+00,+25.126E-03
-2.256100E+00,+71.138E-03,-5.015075E+00,+163.317E-03
-2.253600E+00,+66.113E-03,-5.216080E+00,-125.628E-03
-2.251100E+00,+52.294E-03,-5.216080E+00,-163.317E-03
-2.248600E+00,+52.294E-03,-5.015075E+00,-364.322E-03
-2.246100E+00,+52.294E-03,-5.190955E+00,-163.317E-03
-2.243600E+00,+52.294E-03,-5.077889E+00,+201.005E-03
-2.241100E+00,+52.294E-03,-5.090452E+00,-314.070E-03
-2.238600E+00,+52.294E-03,-5.040201E+00,+125.628E-03
-2.236100E+00,+52.294E-03,-5.027638E+00,-163.317E-03
-2.233600E+00,+52.294E-03,-5.216080E+00,-263.819E-03
-2.231100E+00,+52.294E-03,-5.015075E+00,+75.377E-03
-2.228600E+00,+52.294E-03,-5.015075E+00,-163.317E-03
-2.226100E+00,+51.038E-03,-5.216080E+00,+0.0E+00
-2.223600E+00,+52.294E-03,-5.140704E+00,+0.0E+00
-2.221100E+00,+52.294E-03,-5.128141E+00,-402.010E-03
-2.218600E+00,+49.781E-03,-5.015075E+00,-326.633E-03
-2.216100E+00,+52.294E-03,-5.190955E+00,+163.317E-03
-2.213600E+00,+52.294E-03,-5.015075E+00,+0.0E+00
-2.211100E+00,+52.294E-03,-5.128141E+00,-201.005E-03
-2.208600E+00,+49.781E-03,-5.040201E+00,-125.628E-03
-2.206100E+00,+32.193E-03,-5.190955E+00,-339.196E-03
-2.203600E+00,+52.294E-03,-5.077889E+00,-125.628E-03
-2.201100E+00,+44.756E-03,-5.128141E+00,+201.005E-03
-2.198600E+00,+49.781E-03,-5.015075E+00,+201.005E-03
-2.196100E+00,+32.193E-03,-5.015075E+00,-213.568E-03
-2.193600E+00,+52.294E-03,-5.015075E+00,-62.814E-03
-2.191100E+00,+32.193E-03,-5.015075E+00,+150.754E-03
-2.188600E+00,+32.193E-03,-5.015075E+00,+163.317E-03
-2.186100E+00,+32.193E-03,-5.015075E+00,+163.317E-03
-2.183600E+00,+46.013E-03,-5.216080E+00,-62.814E-03
-2.181100E+00,+52.294E-03,-5.216080E+00,-201.005E-03
-2.178600E+00,+12.093E-03,-5.216080E+00,+226.131E-03
-2.176100E+00,+32.193E-03,-5.027638E+00,-163.317E-03
-2.173600E+00,+32.193E-03,-5.015075E+00,+0.0E+00
