x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
+12.422500E+00,+2.863191E+00,+8.794E-03,+2.861055E+00,+3.316910E+00
+12.425000E+00,+2.817965E+00,+410.804E-03,+2.906282E+00,-3.115251E+00
+12.427500E+00,+2.888316E+00,+3.827889E+00,+2.901256E+00,+3.103342E+00
+12.430000E+00,+2.817965E+00,+4.003769E+00,+2.896231E+00,-3.316256E+00
+12.432500E+00,+2.817965E+00,+3.752513E+00,+2.956533E+00,+2.877211E+00
+12.435000E+00,+2.843090E+00,+3.827889E+00,-118.844E-03,-3.316256E+00
+12.437500E+00,+2.888316E+00,+3.827889E+00,-58.543E-03,+3.103342E+00
+12.440000E+00,+2.828015E+00,+4.003769E+00,-68.593E-03,-2.826307E+00
+12.442500E+00,+2.928517E+00,+3.752513E+00,-68.593E-03,+3.166156E+00
+12.445000E+00,+2.898367E+00,+3.827889E+00,-13.316E-03,-3.178065E+00
+12.447500E+00,+2.822990E+00,+3.815327E+00,+6.784E-03,+2.877211E+00
+12.450000E+00,+2.898367E+00,+3.802764E+00,+1.759E-03,-2.989623E+00
+12.452500E+00,+2.848115E+00,+3.752513E+00,-33.417E-03,+2.877211E+00
+12.455000E+00,+2.898367E+00,+3.827889E+00,+11.809E-03,-3.115251E+00
+12.457500E+00,+2.888316E+00,+33.920E-03,-68.593E-03,+2.864648E+00
+12.460000E+00,+2.898367E+00,+8.794E-03,-68.593E-03,-2.851432E+00
+12.462500E+00,+2.863191E+00,+8.794E-03,-33.417E-03,+3.404849E+00
+12.465000E+00,+2.817965E+00,+71.608E-03,-68.593E-03,-3.240879E+00
+12.467500E+00,+2.817965E+00,+33.920E-03,-68.593E-03,+2.663643E+00
+12.470000E+00,+2.883291E+00,-154.523E-03,+1.759E-03,-2.964498E+00
+12.472500E+00,+2.898367E+00,+96.734E-03,-33.417E-03,+3.078216E+00
+12.475000E+00,+2.898367E+00,+8.794E-03,-68.593E-03,-3.253442E+00
+12.477500E+00,+2.958668E+00,+8.794E-03,+11.809E-03,+3.467663E+00
+12.480000E+00,+2.898367E+00,-16.332E-03,-53.517E-03,-2.964498E+00
+12.482500E+00,+2.898367E+00,-66.583E-03,-33.417E-03,+2.965151E+00
+12.485000E+00,+2.868216E+00,+84.171E-03,-13.316E-03,-2.926809E+00
+12.487500E+00,+2.888316E+00,+8.794E-03,+6.784E-03,+3.480226E+00
+12.490000E+00,+2.838065E+00,+159.548E-03,-68.593E-03,-2.989623E+00
+12.492500E+00,+2.767713E+00,+8.794E-03,-33.417E-03,+3.115905E+00
+12.495000E+00,+2.817965E+00,+8.794E-03,-93.718E-03,-2.977060E+00
+12.497500E+00,+2.817965E+00,+8.794E-03,-58.543E-03,+3.442538E+00
+12.500000E+00,-76.508E-03,+8.794E-03,+1.759E-03,-288.618E-03
+12.502500E+00,-126.759E-03,+8.794E-03,-33.417E-03,+226.457E-03
+12.505000E+00,-76.508E-03,+8.794E-03,-68.593E-03,-250.930E-03
+12.507500E+00,-76.508E-03,+8.794E-03,-138.945E-03,+125.955E-03
+12.510000E+00,-76.508E-03,-154.523E-03,+1.759E-03,-250.930E-03
+12.512500E+00,-126.759E-03,+8.794E-03,-33.417E-03,+226.457E-03
+12.515000E+00,-156.910E-03,+8.794E-03,-68.593E-03,-250.930E-03
+12.517500E+00,-71.483E-03,+3.827889E+00,-58.543E-03,+125.955E-03
+12.520000E+00,-91.583E-03,+3.827889E+00,-68.593E-03,-250.930E-03
+12.522500E+00,-76.508E-03,+3.626884E+00,-18.342E-03,+264.146E-03
+12.525000E+00,-76.508E-03,+3.765075E+00,+11.809E-03,-313.744E-03
+12.527500E+00,-156.910E-03,+3.827889E+00,-58.543E-03,+301.834E-03
+12.530000E+00,-156.910E-03,+3.827889E+00,-53.517E-03,-250.930E-03
+12.532500E+00,-76.508E-03,+3.752513E+00,-113.819E-03,+100.829E-03
+12.535000E+00,-131.784E-03,+3.827889E+00,-68.593E-03,-250.930E-03
+12.537500E+00,-76.508E-03,+3.815327E+00,+6.784E-03,+326.960E-03
+12.540000E+00,-91.583E-03,+3.802764E+00,-78.643E-03,-288.618E-03
+12.542500E+00,-156.910E-03,+3.714824E+00,-68.593E-03,+151.080E-03
+12.545000E+00,-76.508E-03,+3.827889E+00,-118.844E-03,-250.930E-03
+12.547500E+00,-76.508E-03,+3.827889E+00,-58.543E-03,+163.643E-03
+12.550000E+00,-146.859E-03,+3.802764E+00,+1.759E-03,-288.618E-03
+12.552500E+00,-46.357E-03,+3.752513E+00,-33.417E-03,+352.085E-03
+12.555000E+00,+3.894E-03,+3.702261E+00,-68.593E-03,-250.930E-03
+12.557500E+00,-76.508E-03,+3.815327E+00,-68.593E-03,-37.362E-03
+12.560000E+00,-156.910E-03,+3.664573E+00,+1.759E-03,-451.935E-03
+12.562500E+00,-111.684E-03,+3.827889E+00,-83.668E-03,+352.085E-03
+12.565000E+00,-131.784E-03,+3.827889E+00,-68.593E-03,-250.930E-03
+12.567500E+00,-71.483E-03,+3.827889E+00,+6.784E-03,+151.080E-03
+12.570000E+00,-76.508E-03,+3.978643E+00,-8.291E-03,-426.809E-03
+12.572500E+00,-76.508E-03,+3.714824E+00,-68.593E-03,+226.457E-03
+12.575000E+00,-76.508E-03,+3.777638E+00,-68.593E-03,-250.930E-03
+12.577500E+00,-151.885E-03,+3.827889E+00,-68.593E-03,+326.960E-03
+12.580000E+00,+3.894E-03,+3.802764E+00,-68.593E-03,-288.618E-03
+12.582500E+00,-111.684E-03,+3.915829E+00,-68.593E-03,+226.457E-03
+12.585000E+00,-76.508E-03,+3.827889E+00,-93.718E-03,-313.744E-03
+12.587500E+00,-76.508E-03,+3.652010E+00,+11.809E-03,+125.955E-03
+12.590000E+00,-76.508E-03,+3.689698E+00,+1.759E-03,-288.618E-03
+12.592500E+00,-96.608E-03,+3.752513E+00,-18.342E-03,+226.457E-03
+12.595000E+00,-56.407E-03,+3.626884E+00,-68.593E-03,-250.930E-03
+12.597500E+00,-76.508E-03,+3.827889E+00,+6.784E-03,+326.960E-03
+12.600000E+00,-146.859E-03,+3.827889E+00,-53.517E-03,-288.618E-03
+12.602500E+00,-76.508E-03,+3.953518E+00,-18.342E-03,+226.457E-03
+12.605000E+00,-76.508E-03,+3.702261E+00,-68.593E-03,-389.121E-03
+12.607500E+00,-151.885E-03,+3.626884E+00,-58.543E-03,+352.085E-03
+12.610000E+00,-76.508E-03,+3.664573E+00,+1.759E-03,-426.809E-03
+12.612500E+00,-96.608E-03,+3.714824E+00,-33.417E-03,+151.080E-03
+12.615000E+00,-156.910E-03,+3.765075E+00,-68.593E-03,-389.121E-03
+12.617500E+00,-76.508E-03,+3.815327E+00,+11.809E-03,+163.643E-03
+12.620000E+00,-76.508E-03,+4.003769E+00,+11.809E-03,-288.618E-03
+12.622500E+00,-111.684E-03,+3.827889E+00,-33.417E-03,+352.085E-03
+12.625000E+00,-106.658E-03,+3.626884E+00,-68.593E-03,-250.930E-03
+12.627500E+00,-151.885E-03,+3.652010E+00,-58.543E-03,-37.362E-03
+12.630000E+00,-21.231E-03,+3.664573E+00,+1.759E-03,-451.935E-03
+12.632500E+00,-156.910E-03,+3.827889E+00,-33.417E-03,+25.452E-03
+12.635000E+00,-106.658E-03,+3.765075E+00,+41.960E-03,-326.307E-03
+12.637500E+00,-6.156E-03,+3.677136E+00,+6.784E-03,+151.080E-03
+12.640000E+00,-66.457E-03,+3.827889E+00,+1.759E-03,-288.618E-03
+12.642500E+00,-126.759E-03,+3.752513E+00,-68.593E-03,+100.829E-03
+12.645000E+00,-76.508E-03,+3.827889E+00,+11.809E-03,-250.930E-03
+12.647500E+00,-86.558E-03,+3.827889E+00,-68.593E-03,+125.955E-03
+12.650000E+00,-76.508E-03,+3.664573E+00,-53.517E-03,-451.935E-03
+12.652500E+00,-76.508E-03,+3.752513E+00,-18.342E-03,+151.080E-03
+12.655000E+00,-26.256E-03,+3.626884E+00,-38.442E-03,-250.930E-03
+12.657500E+00,-151.885E-03,+3.815327E+00,-68.593E-03,+151.080E-03
+12.660000E+00,-76.508E-03,+3.802764E+00,-53.517E-03,-288.618E-03
+12.662500E+00,-111.684E-03,+3.626884E+00,-18.342E-03,+226.457E-03
+12.665000E+00,-101.633E-03,+3.765075E+00,+11.809E-03,-389.121E-03
+12.667500E+00,-151.885E-03,+3.827889E+00,-58.543E-03,+151.080E-03
+12.670000E+00,-76.508E-03,+3.664573E+00,-68.593E-03,-451.935E-03
+12.672500E+00,+3.894E-03,+3.827889E+00,-33.417E-03,+264.146E-03
+12.675000E+00,+3.894E-03,+3.966080E+00,-13.316E-03,-250.930E-03
+12.677500E+00,-6.156E-03,+3.652010E+00,+6.784E-03,+151.080E-03
+12.680000E+00,-76.508E-03,+3.802764E+00,+11.809E-03,-288.618E-03
+12.682500E+00,-126.759E-03,+3.827889E+00,-18.342E-03,+226.457E-03
+12.685000E+00,-76.508E-03,+3.827889E+00,+2.906282E+00,-188.116E-03
+12.687500E+00,-76.508E-03,+3.827889E+00,+2.835930E+00,+151.080E-03
+12.690000E+00,-76.508E-03,+3.827889E+00,+2.906282E+00,-288.618E-03
+12.692500E+00,-76.508E-03,+3.752513E+00,+2.956533E+00,+151.080E-03
+12.695000E+00,-156.910E-03,+3.827889E+00,+2.825880E+00,-250.930E-03
+12.697500E+00,-6.156E-03,+3.652010E+00,+2.906282E+00,+151.080E-03
+12.700000E+00,-76.508E-03,+3.664573E+00,+2.906282E+00,-451.935E-03
+12.702500E+00,-76.508E-03,+3.827889E+00,+2.876131E+00,+151.080E-03
+12.705000E+00,-76.508E-03,+3.827889E+00,+2.906282E+00,-250.930E-03
+12.707500E+00,-76.508E-03,+3.827889E+00,+2.906282E+00,+326.960E-03
+12.710000E+00,-76.508E-03,+3.664573E+00,+2.906282E+00,-250.930E-03
+12.712500E+00,-76.508E-03,+3.714824E+00,+2.861055E+00,+226.457E-03
+12.715000E+00,-131.784E-03,+3.827889E+00,+2.906282E+00,-326.307E-03
+12.717500E+00,-76.508E-03,+3.827889E+00,+2.901256E+00,+151.080E-03
+12.720000E+00,-146.859E-03,+3.802764E+00,+2.825880E+00,-250.930E-03
+12.722500E+00,-111.684E-03,+3.827889E+00,+2.941457E+00,+151.080E-03
+12.725000E+00,-106.658E-03,+3.626884E+00,+2.856030E+00,-188.116E-03
+12.727500E+00,-6.156E-03,+3.626884E+00,+2.906282E+00,+151.080E-03
+12.730000E+00,-76.508E-03,+3.827889E+00,+2.976633E+00,-426.809E-03
+12.732500E+00,-31.282E-03,+3.626884E+00,+2.941457E+00,+264.146E-03
+12.735000E+00,-131.784E-03,+3.702261E+00,+2.906282E+00,-250.930E-03
+12.737500E+00,-76.508E-03,+3.652010E+00,+2.906282E+00,+151.080E-03
+12.740000E+00,-136.809E-03,+3.802764E+00,+2.906282E+00,-250.930E-03
+12.742500E+00,-61.432E-03,+3.714824E+00,+2.906282E+00,+226.457E-03
+12.745000E+00,-51.382E-03,+3.827889E+00,+2.886181E+00,-250.930E-03
+12.747500E+00,-86.558E-03,+3.827889E+00,+2.906282E+00,+151.080E-03
+12.750000E+00,+2.883291E+00,+3.664573E+00,+2.906282E+00,-3.492136E+00
+12.752500E+00,+2.898367E+00,+3.827889E+00,+2.906282E+00,+2.525452E+00
+12.755000E+00,+2.817965E+00,+3.765075E+00,+2.906282E+00,-3.454447E+00
+12.757500E+00,+2.898367E+00,+3.626884E+00,+2.901256E+00,+3.266658E+00
+12.760000E+00,+2.817965E+00,+3.802764E+00,+2.906282E+00,-3.517261E+00
+12.762500E+00,+2.898367E+00,+3.827889E+00,+2.825880E+00,+2.638518E+00
+12.765000E+00,+2.868216E+00,+3.765075E+00,+2.906282E+00,-3.316256E+00
+12.767500E+00,+2.817965E+00,+3.652010E+00,+2.901256E+00,+3.103342E+00
+12.770000E+00,+2.883291E+00,+3.626884E+00,+2.966583E+00,-3.152940E+00
+12.772500E+00,+2.898367E+00,+3.915829E+00,+2.906282E+00,+3.203844E+00
+12.775000E+00,+2.868216E+00,+3.765075E+00,+2.856030E+00,-3.115251E+00
+12.777500E+00,+2.958668E+00,+3.626884E+00,+2.981658E+00,+3.367161E+00
+12.780000E+00,+2.898367E+00,+3.827889E+00,+2.976633E+00,-3.316256E+00
+12.782500E+00,+2.848115E+00,+3.752513E+00,+2.825880E+00,+3.078216E+00
+12.785000E+00,+2.898367E+00,+3.626884E+00,+2.856030E+00,-3.240879E+00
+12.787500E+00,+2.898367E+00,+3.815327E+00,+2.981658E+00,+3.203844E+00
+12.790000E+00,+2.817965E+00,+3.802764E+00,+2.906282E+00,-3.115251E+00
+12.792500E+00,+2.817965E+00,+3.827889E+00,+2.926382E+00,+3.442538E+00
+12.795000E+00,+2.843090E+00,+3.966080E+00,+2.856030E+00,-2.989623E+00
+12.797500E+00,+2.888316E+00,+3.827889E+00,+2.901256E+00,+3.103342E+00
+12.800000E+00,+2.883291E+00,+3.664573E+00,+2.896231E+00,-2.989623E+00
+12.802500E+00,+2.898367E+00,+3.752513E+00,+2.906282E+00,+3.166156E+00
+12.805000E+00,+2.898367E+00,+3.827889E+00,+2.881156E+00,-3.115251E+00
+12.807500E+00,+2.898367E+00,+3.626884E+00,+2.835930E+00,+3.241533E+00
+12.810000E+00,+2.898367E+00,+3.626884E+00,+2.825880E+00,-3.316256E+00
+12.812500E+00,+2.913442E+00,+3.827889E+00,+2.906282E+00,+2.965151E+00
+12.815000E+00,+2.898367E+00,+3.765075E+00,+2.906282E+00,-3.240879E+00
+12.817500E+00,+2.888316E+00,+3.853015E+00,+2.916332E+00,+3.555603E+00
+12.820000E+00,+2.828015E+00,+3.827889E+00,+2.921357E+00,-3.467010E+00
+12.822500E+00,+2.898367E+00,+3.827889E+00,+2.825880E+00,+3.078216E+00
+12.825000E+00,+2.843090E+00,+3.702261E+00,+2.906282E+00,-3.190628E+00
+12.827500E+00,+2.822990E+00,+3.827889E+00,+2.906282E+00,+3.354598E+00
+12.830000E+00,+2.883291E+00,+3.664573E+00,+2.976633E+00,-3.115251E+00
+12.832500E+00,+2.928517E+00,+3.626884E+00,+2.906282E+00,+2.965151E+00
+12.835000E+00,+2.817965E+00,+3.827889E+00,+2.856030E+00,-3.115251E+00
+12.837500E+00,+3.039070E+00,+3.626884E+00,+2.986684E+00,+3.078216E+00
+12.840000E+00,+2.898367E+00,+3.827889E+00,+2.906282E+00,-3.492136E+00
+12.842500E+00,+2.848115E+00,+3.827889E+00,+2.956533E+00,+3.316910E+00
+12.845000E+00,+2.918467E+00,+3.765075E+00,+2.906282E+00,-3.441884E+00
+12.847500E+00,+2.817965E+00,+3.626884E+00,+2.916332E+00,+3.228970E+00
+12.850000E+00,+2.828015E+00,+3.802764E+00,+2.906282E+00,-3.152940E+00
+12.852500E+00,+2.863191E+00,+3.752513E+00,+2.825880E+00,+3.316910E+00
+12.855000E+00,+2.868216E+00,+3.827889E+00,+2.906282E+00,-3.240879E+00
+12.857500E+00,+2.888316E+00,+3.815327E+00,+2.981658E+00,+3.404849E+00
+12.860000E+00,+2.898367E+00,+3.827889E+00,+2.840955E+00,-3.467010E+00
+12.862500E+00,+2.848115E+00,+3.752513E+00,+2.861055E+00,+2.839523E+00
+12.865000E+00,+2.817965E+00,+3.827889E+00,+2.906282E+00,-3.253442E+00
+12.867500E+00,+2.822990E+00,+3.652010E+00,+2.981658E+00,+2.839523E+00
+12.870000E+00,+2.828015E+00,+3.827889E+00,+2.896231E+00,-3.115251E+00
+12.872500E+00,+2.848115E+00,+3.752513E+00,+2.876131E+00,+2.877211E+00
+12.875000E+00,+2.873241E+00,+3.702261E+00,+2.906282E+00,-3.115251E+00
+12.877500E+00,+2.898367E+00,+3.815327E+00,+2.906282E+00,+3.027965E+00
+12.880000E+00,+2.802889E+00,+3.827889E+00,+2.906282E+00,-3.492136E+00
+12.882500E+00,+2.898367E+00,+3.827889E+00,+2.941457E+00,+3.279221E+00
+12.885000E+00,+2.817965E+00,+3.702261E+00,+2.906282E+00,-3.379070E+00
+12.887500E+00,+2.822990E+00,+3.827889E+00,+2.906282E+00,+3.228970E+00
+12.890000E+00,+2.908417E+00,+3.865578E+00,+2.851005E+00,-3.316256E+00
+12.892500E+00,+2.878266E+00,+3.790201E+00,+2.906282E+00,+3.404849E+00
+12.895000E+00,+2.898367E+00,+3.827889E+00,+2.961558E+00,-3.178065E+00
+12.897500E+00,+2.898367E+00,+3.652010E+00,+2.906282E+00,+3.404849E+00
+12.900000E+00,+2.828015E+00,+3.827889E+00,+2.840955E+00,-2.964498E+00
+12.902500E+00,+2.817965E+00,+3.827889E+00,+2.906282E+00,+3.241533E+00
+12.905000E+00,+2.873241E+00,+3.827889E+00,+2.856030E+00,-3.052437E+00
+12.907500E+00,+2.898367E+00,+3.652010E+00,+2.901256E+00,+3.429975E+00
+12.910000E+00,+2.883291E+00,-16.332E-03,+2.840955E+00,-3.291131E+00
+12.912500E+00,+2.863191E+00,-104.271E-03,+2.825880E+00,+2.839523E+00
+12.915000E+00,+2.868216E+00,-116.834E-03,+2.856030E+00,-3.454447E+00
+12.917500E+00,+2.817965E+00,+8.794E-03,+2.825880E+00,+3.040528E+00
+12.920000E+00,+2.828015E+00,+8.794E-03,+2.896231E+00,-3.178065E+00
+12.922500E+00,+2.817965E+00,+8.794E-03,+2.861055E+00,+3.316910E+00
+12.925000E+00,+2.843090E+00,+8.794E-03,+2.906282E+00,-3.517261E+00
+12.927500E+00,+2.888316E+00,-167.085E-03,+2.901256E+00,+3.103342E+00
+12.930000E+00,+2.828015E+00,+8.794E-03,+2.896231E+00,-3.517261E+00
+12.932500E+00,+2.817965E+00,+8.794E-03,+2.906282E+00,+2.676206E+00
+12.935000E+00,+2.817965E+00,+8.794E-03,-13.316E-03,-3.379070E+00
+12.937500E+00,+2.822990E+00,-167.085E-03,-148.995E-03,+3.266658E+00
+12.940000E+00,+2.963693E+00,-16.332E-03,+1.759E-03,-3.316256E+00
+12.942500E+00,+2.898367E+00,+8.794E-03,+11.809E-03,+3.316910E+00
+12.945000E+00,+2.898367E+00,-54.020E-03,-68.593E-03,-2.989623E+00
+12.947500E+00,+2.888316E+00,+8.794E-03,-68.593E-03,+2.663643E+00
+12.950000E+00,+2.883291E+00,+8.794E-03,-68.593E-03,-3.492136E+00
+12.952500E+00,+2.817965E+00,-104.271E-03,-33.417E-03,+2.839523E+00
+12.955000E+00,+2.868216E+00,+8.794E-03,-68.593E-03,-3.316256E+00
+12.957500E+00,+2.898367E+00,+8.794E-03,-68.593E-03,+2.914899E+00
+12.960000E+00,+2.898367E+00,+8.794E-03,-53.517E-03,-3.152940E+00
+12.962500E+00,+2.817965E+00,-104.271E-03,-113.819E-03,+3.404849E+00
+12.965000E+00,+2.898367E+00,+84.171E-03,-13.316E-03,-3.316256E+00
+12.967500E+00,+2.822990E+00,+8.794E-03,+6.784E-03,+3.480226E+00
+12.970000E+00,+2.898367E+00,+8.794E-03,-53.517E-03,-3.492136E+00
+12.972500E+00,+2.817965E+00,+8.794E-03,-18.342E-03,+2.726457E+00
+12.975000E+00,+2.843090E+00,-54.020E-03,-13.316E-03,-3.065000E+00
+12.977500E+00,+2.898367E+00,+8.794E-03,+6.784E-03,+3.103342E+00
+12.980000E+00,+2.898367E+00,-16.332E-03,+1.759E-03,-3.115251E+00
+12.982500E+00,+2.898367E+00,+8.794E-03,-68.593E-03,+2.839523E+00
+12.985000E+00,+2.843090E+00,-54.020E-03,-38.442E-03,-3.316256E+00
+12.987500E+00,+2.888316E+00,-3.769E-03,-68.593E-03,+2.940025E+00
+12.990000E+00,+2.772739E+00,+8.794E-03,-68.593E-03,-2.989623E+00
+12.992500E+00,+2.863191E+00,+96.734E-03,-68.593E-03,+3.078216E+00
+12.995000E+00,+2.843090E+00,-54.020E-03,-38.442E-03,-3.454447E+00
+12.997500E+00,+2.898367E+00,+8.794E-03,-73.618E-03,+3.392286E+00
+13.000000E+00,+2.817965E+00,+8.794E-03,+11.809E-03,-3.492136E+00
+13.002500E+00,+2.913442E+00,+8.794E-03,-68.593E-03,+3.203844E+00
+13.005000E+00,+2.817965E+00,+8.794E-03,-68.593E-03,-3.102688E+00
+13.007500E+00,+2.888316E+00,+8.794E-03,-68.593E-03,+3.191281E+00
+13.010000E+00,+2.817965E+00,+8.794E-03,-53.517E-03,-3.152940E+00
+13.012500E+00,+2.817965E+00,+8.794E-03,-33.417E-03,+3.078216E+00
+13.015000E+00,+2.868216E+00,-54.020E-03,-68.593E-03,-3.102688E+00
+13.017500E+00,+2.968718E+00,-167.085E-03,-58.543E-03,+3.103342E+00
+13.020000E+00,+2.898367E+00,+8.794E-03,-53.517E-03,-3.668015E+00
+13.022500E+00,+2.817965E+00,+8.794E-03,-68.593E-03,+3.404849E+00
+13.025000E+00,+2.868216E+00,+8.794E-03,-68.593E-03,-3.190628E+00
+13.027500E+00,+2.817965E+00,+8.794E-03,-58.543E-03,+3.367161E+00
+13.030000E+00,+2.898367E+00,+184.673E-03,-53.517E-03,-3.316256E+00
+13.032500E+00,+2.848115E+00,-192.211E-03,-68.593E-03,+3.078216E+00
+13.035000E+00,+2.898367E+00,-54.020E-03,+11.809E-03,-3.190628E+00
+13.037500E+00,+2.898367E+00,+33.920E-03,+6.784E-03,+2.676206E+00
+13.040000E+00,+2.898367E+00,+8.794E-03,-68.593E-03,-2.964498E+00
+13.042500E+00,+2.898367E+00,+8.794E-03,-18.342E-03,+2.764146E+00
+13.045000E+00,+2.868216E+00,-116.834E-03,-13.316E-03,-3.316256E+00
+13.047500E+00,+2.822990E+00,+8.794E-03,+11.809E-03,+2.902337E+00
+13.050000E+00,+2.828015E+00,+8.794E-03,-68.593E-03,-2.650427E+00
+13.052500E+00,+2.848115E+00,+8.794E-03,-33.417E-03,+3.078216E+00
+13.055000E+00,+2.817965E+00,+84.171E-03,-13.316E-03,-3.178065E+00
+13.057500E+00,+2.817965E+00,+33.920E-03,+11.809E-03,+3.442538E+00
+13.060000E+00,+2.817965E+00,+8.794E-03,-68.593E-03,-2.964498E+00
+13.062500E+00,+2.898367E+00,+8.794E-03,-33.417E-03,+3.203844E+00
+13.065000E+00,+2.898367E+00,-54.020E-03,-68.593E-03,-3.316256E+00
+13.067500E+00,+2.833040E+00,-167.085E-03,-58.543E-03,+3.002839E+00
+13.070000E+00,+2.898367E+00,+8.794E-03,-53.517E-03,-3.316256E+00
+13.072500E+00,+2.863191E+00,+8.794E-03,-33.417E-03,+3.404849E+00
+13.075000E+00,+2.817965E+00,+8.794E-03,-68.593E-03,-3.178065E+00
+13.077500E+00,+2.822990E+00,-3.769E-03,+6.784E-03,+3.040528E+00
+13.080000E+00,+2.898367E+00,-129.397E-03,-68.593E-03,-3.152940E+00
+13.082500E+00,+2.898367E+00,+8.794E-03,-68.593E-03,+2.877211E+00
+13.085000E+00,+2.898367E+00,+8.794E-03,-38.442E-03,-2.914246E+00
+13.087500E+00,+2.833040E+00,+8.794E-03,+6.784E-03,+2.764146E+00
+13.090000E+00,+2.817965E+00,+8.794E-03,-68.593E-03,-3.316256E+00
+13.092500E+00,+2.848115E+00,-104.271E-03,+11.809E-03,+3.404849E+00
+13.095000E+00,+2.918467E+00,+8.794E-03,-68.593E-03,-3.240879E+00
+13.097500E+00,+2.903392E+00,+8.794E-03,-68.593E-03,+3.442538E+00
+13.100000E+00,+2.898367E+00,+8.794E-03,-68.593E-03,-3.492136E+00
+13.102500E+00,+2.848115E+00,+8.794E-03,-68.593E-03,+3.316910E+00
+13.105000E+00,+2.817965E+00,-192.211E-03,-68.593E-03,-3.240879E+00
+13.107500E+00,+2.822990E+00,+8.794E-03,-58.543E-03,+3.228970E+00
+13.110000E+00,+2.898367E+00,-16.332E-03,-68.593E-03,-3.492136E+00
+13.112500E+00,+2.817965E+00,-104.271E-03,-18.342E-03,+3.078216E+00
+13.115000E+00,+2.843090E+00,+8.794E-03,-68.593E-03,-3.115251E+00
+13.117500E+00,+2.888316E+00,+8.794E-03,-73.618E-03,+2.877211E+00
+13.120000E+00,+2.883291E+00,+8.794E-03,+1.759E-03,-2.989623E+00
+13.122500E+00,+2.863191E+00,+8.794E-03,-18.342E-03,+3.115905E+00
+13.125000E+00,+2.843090E+00,-116.834E-03,-68.593E-03,-3.379070E+00
+13.127500E+00,+2.888316E+00,+197.236E-03,+6.784E-03,+3.115905E+00
+13.130000E+00,+2.817965E+00,+8.794E-03,-133.919E-03,-3.668015E+00
+13.132500E+00,+2.898367E+00,+8.794E-03,-33.417E-03,+3.203844E+00
+13.135000E+00,+2.817965E+00,+146.985E-03,-68.593E-03,-3.115251E+00
+13.137500E+00,+2.888316E+00,+8.794E-03,+11.809E-03,+3.241533E+00
+13.140000E+00,+2.817965E+00,+8.794E-03,-68.593E-03,-3.668015E+00
+13.142500E+00,+2.848115E+00,+8.794E-03,-68.593E-03,+2.965151E+00
+13.145000E+00,+2.843090E+00,+8.794E-03,+11.809E-03,-3.178065E+00
+13.147500E+00,+2.968718E+00,-167.085E-03,+6.784E-03,+2.990276E+00
+13.150000E+00,+2.828015E+00,-154.523E-03,-68.593E-03,-3.152940E+00
+13.152500E+00,+2.767713E+00,+8.794E-03,-68.593E-03,+3.316910E+00
+13.155000E+00,+2.817965E+00,+8.794E-03,+11.809E-03,-3.115251E+00
+13.157500E+00,+2.822990E+00,-3.769E-03,+6.784E-03,+3.191281E+00
+13.160000E+00,+2.883291E+00,+8.794E-03,-68.593E-03,-3.492136E+00
+13.162500E+00,+2.817965E+00,+8.794E-03,-33.417E-03,+3.203844E+00
+13.165000E+00,+2.817965E+00,+8.794E-03,-38.442E-03,-3.316256E+00
+13.167500E+00,+2.817965E+00,+8.794E-03,-68.593E-03,+3.191281E+00
+13.170000E+00,+2.757663E+00,+8.794E-03,+11.809E-03,-2.788618E+00
+13.172500E+00,+2.848115E+00,-66.583E-03,-68.593E-03,+3.203844E+00
+13.175000E+00,+2.898367E+00,+8.794E-03,-38.442E-03,-3.253442E+00
+13.177500E+00,+2.822990E+00,-3.769E-03,+11.809E-03,+3.304347E+00
+13.180000E+00,+2.898367E+00,+184.673E-03,-68.593E-03,-3.152940E+00
+13.182500E+00,+2.898367E+00,-104.271E-03,-68.593E-03,+2.965151E+00
+13.185000E+00,+2.868216E+00,-116.834E-03,+2.881156E+00,-2.851432E+00
+13.187500E+00,+2.822990E+00,+8.794E-03,+2.906282E+00,+3.505352E+00
+13.190000E+00,+2.898367E+00,+8.794E-03,+2.906282E+00,-2.989623E+00
+13.192500E+00,+2.898367E+00,+8.794E-03,+2.906282E+00,+3.203844E+00
+13.195000E+00,+2.898367E+00,+8.794E-03,+2.961558E+00,-3.240879E+00
+13.197500E+00,+2.817965E+00,+8.794E-03,+2.906282E+00,+3.442538E+00
+13.200000E+00,+2.828015E+00,+8.794E-03,+2.921357E+00,-2.989623E+00
+13.202500E+00,+2.817965E+00,-66.583E-03,+2.861055E+00,+3.203844E+00
+13.205000E+00,+2.817965E+00,+8.794E-03,+2.881156E+00,-3.316256E+00
+13.207500E+00,+2.878266E+00,+197.236E-03,+2.906282E+00,+3.304347E+00
+13.210000E+00,+2.883291E+00,-154.523E-03,+2.896231E+00,-2.989623E+00
+13.212500E+00,+2.863191E+00,+8.794E-03,+2.876131E+00,+3.442538E+00
+13.215000E+00,+2.843090E+00,+8.794E-03,+2.906282E+00,-3.517261E+00
+13.217500E+00,+2.822990E+00,-167.085E-03,+2.901256E+00,+3.404849E+00
+13.220000E+00,+2.817965E+00,+8.794E-03,+2.840955E+00,-3.668015E+00
+13.222500E+00,+2.848115E+00,+8.794E-03,+2.941457E+00,+2.726457E+00
+13.225000E+00,+2.868216E+00,+146.985E-03,+2.825880E+00,-3.240879E+00
