x-axis,2,3,4
second,Volt,Volt,Volt
-993.60E-03,+186.72E-03,+4.97236E+00,-439.70E-03
-992.60E-03,+174.15E-03,+4.84673E+00,+1.31910E+00
-991.60E-03,+172.90E-03,+4.83417E+00,+2.55025E+00
-990.60E-03,+172.90E-03,+4.92211E+00,+3.39196E+00
-989.60E-03,+172.90E-03,+4.83417E+00,+2.33668E+00
-988.60E-03,+171.64E-03,+4.83417E+00,+3.54271E+00
-987.60E-03,+136.46E-03,+4.83417E+00,+2.60050E+00
-986.60E-03,+132.70E-03,+4.94724E+00,+615.58E-03
-985.60E-03,+146.52E-03,+4.83417E+00,+1.83417E+00
-984.60E-03,+151.54E-03,+4.83417E+00,+3.55528E+00
-983.60E-03,+149.03E-03,+4.83417E+00,+2.44975E+00
-982.60E-03,+142.75E-03,+4.83417E+00,+992.46E-03
-981.60E-03,+132.70E-03,+4.83417E+00,-276.38E-03
-980.60E-03,+133.95E-03,+4.83417E+00,+665.83E-03
-979.60E-03,+132.70E-03,+4.98492E+00,+1.99749E+00
-978.60E-03,+152.80E-03,+4.83417E+00,+2.72613E+00
-977.60E-03,+159.08E-03,+4.83417E+00,+2.55025E+00
-976.60E-03,+154.05E-03,+4.83417E+00,+3.51759E+00
-975.60E-03,+177.92E-03,+4.83417E+00,+1.75879E+00
-974.60E-03,+182.95E-03,+4.83417E+00,-163.32E-03
-973.60E-03,+193.00E-03,+4.83417E+00,+2.44975E+00
-972.60E-03,+233.20E-03,+5.02261E+00,+3.96985E+00
-971.60E-03,+218.12E-03,+4.83417E+00,+1.24372E+00
-970.60E-03,+224.40E-03,+4.83417E+00,-100.50E-03
-969.60E-03,+248.27E-03,+4.83417E+00,-552.76E-03
-968.60E-03,+253.30E-03,+4.63317E+00,+3.86935E+00
-967.60E-03,+278.42E-03,+4.98492E+00,+2.90201E+00
-966.60E-03,+284.71E-03,+4.92211E+00,+2.77638E+00
-965.60E-03,+313.60E-03,+4.77136E+00,+1.39447E+00
-964.60E-03,+332.44E-03,+4.83417E+00,+1.41960E+00
-963.60E-03,+317.37E-03,+4.83417E+00,+1.74623E+00
-962.60E-03,+331.19E-03,+4.93467E+00,+2.77638E+00
-961.60E-03,+347.52E-03,+4.83417E+00,+1.62060E+00
-960.60E-03,+333.70E-03,+4.82161E+00,+3.24121E+00
-959.60E-03,+333.70E-03,+4.87186E+00,+2.62563E+00
-958.60E-03,+322.39E-03,+4.83417E+00,+577.89E-03
-957.60E-03,+307.32E-03,+4.83417E+00,-1.24372E+00
-956.60E-03,+294.76E-03,+4.83417E+00,+1.11809E+00
-955.60E-03,+278.42E-03,+4.83417E+00,+1.58291E+00
-954.60E-03,+264.61E-03,+4.73367E+00,+2.90201E+00
-953.60E-03,+253.30E-03,+4.74623E+00,+62.81E-03
-952.60E-03,+233.20E-03,+4.82161E+00,+1.13065E+00
-951.60E-03,+193.00E-03,+4.83417E+00,+2.52513E+00
-950.60E-03,+164.10E-03,+4.83417E+00,+3.19095E+00
-949.60E-03,+132.70E-03,+4.77136E+00,+2.85176E+00
-948.60E-03,+92.49E-03,+4.83417E+00,+1.72111E+00
-947.60E-03,+52.29E-03,+4.67085E+00,+1.73367E+00
-946.60E-03,+12.09E-03,+4.83417E+00,+2.95226E+00
-945.60E-03,-33.13E-03,+4.88442E+00,+3.89447E+00
-944.60E-03,-87.15E-03,+4.83417E+00,+3.75628E+00
-943.60E-03,-128.61E-03,+4.78392E+00,+2.38693E+00
-942.60E-03,-168.81E-03,+4.92211E+00,+942.21E-03
-941.60E-03,-202.73E-03,+4.83417E+00,+3.95729E+00
-940.60E-03,-247.96E-03,+4.83417E+00,+3.64322E+00
-939.60E-03,-289.41E-03,+4.83417E+00,+1.84673E+00
-938.60E-03,-309.52E-03,+4.83417E+00,+1.14322E+00
-937.60E-03,-354.74E-03,+4.83417E+00,+1.26884E+00
-936.60E-03,-408.76E-03,+4.83417E+00,+2.38693E+00
-935.60E-03,-425.09E-03,+4.98492E+00,+2.09799E+00
-934.60E-03,-460.27E-03,+4.83417E+00,+1.82161E+00
-933.60E-03,-490.42E-03,+4.83417E+00,+2.76382E+00
-932.60E-03,-510.52E-03,+4.83417E+00,+3.55528E+00
-931.60E-03,-534.39E-03,+4.87186E+00,+3.27889E+00
-930.60E-03,-559.52E-03,+4.83417E+00,+1.19347E+00
-929.60E-03,-590.92E-03,+4.97236E+00,+3.59296E+00
-928.60E-03,-590.92E-03,+4.83417E+00,+778.89E-03
-927.60E-03,-631.12E-03,+4.78392E+00,+2.46231E+00
-926.60E-03,-631.12E-03,+4.93467E+00,+1.09296E+00
-925.60E-03,-665.04E-03,+5.03518E+00,+1.00503E+00
-924.60E-03,-671.32E-03,+4.83417E+00,+3.56784E+00
-923.60E-03,-702.73E-03,+4.78392E+00,+2.68844E+00
-922.60E-03,-681.37E-03,+4.73367E+00,+2.37437E+00
-921.60E-03,-705.24E-03,+5.03518E+00,+1.04271E+00
-920.60E-03,-711.53E-03,+4.83417E+00,+3.55528E+00
-919.60E-03,-715.29E-03,+4.83417E+00,+2.41206E+00
-918.60E-03,-731.63E-03,+4.83417E+00,+3.36683E+00
-917.60E-03,-751.73E-03,+4.83417E+00,+3.45477E+00
-916.60E-03,-751.73E-03,+4.82161E+00,+1.34422E+00
-915.60E-03,-755.49E-03,+4.83417E+00,+2.72613E+00
-914.60E-03,-751.73E-03,+4.83417E+00,+879.40E-03
-913.60E-03,-771.83E-03,+4.83417E+00,+1.90955E+00
-912.60E-03,-771.83E-03,+4.83417E+00,+3.65578E+00
-911.60E-03,-771.83E-03,+4.87186E+00,+3.25377E+00
-910.60E-03,-751.73E-03,+4.83417E+00,+2.06030E+00
-909.60E-03,-756.75E-03,+4.83417E+00,+1.93467E+00
-908.60E-03,-752.98E-03,+4.63317E+00,+3.95729E+00
-907.60E-03,-771.83E-03,+4.67085E+00,+2.14824E+00
-906.60E-03,-761.78E-03,+4.83417E+00,+992.46E-03
-905.60E-03,-756.75E-03,+4.68342E+00,+2.80151E+00
-904.60E-03,-771.83E-03,+4.83417E+00,+3.70603E+00
-903.60E-03,-755.49E-03,+4.70854E+00,+3.06533E+00
-902.60E-03,-761.78E-03,+4.83417E+00,+1.13065E+00
-901.60E-03,-765.55E-03,+4.83417E+00,+2.76382E+00
-900.60E-03,-751.73E-03,+5.02261E+00,+3.58040E+00
-899.60E-03,-755.49E-03,-5.21608E+00,+113.07E-03
-898.60E-03,-751.73E-03,-5.10302E+00,+87.94E-03
-897.60E-03,-751.73E-03,-5.01508E+00,+138.19E-03
-896.60E-03,-711.53E-03,-5.01508E+00,+188.44E-03
-895.60E-03,-675.09E-03,-5.21608E+00,+113.07E-03
-894.60E-03,-651.22E-03,-5.21608E+00,+12.56E-03
-893.60E-03,-595.95E-03,-5.15327E+00,+50.25E-03
-892.60E-03,-570.82E-03,-5.21608E+00,+175.88E-03
-891.60E-03,-514.29E-03,-5.01508E+00,+113.07E-03
-890.60E-03,-440.17E-03,-5.11558E+00,+100.50E-03
-889.60E-03,-389.92E-03,-5.06533E+00,+50.25E-03
-888.60E-03,-349.72E-03,-5.01508E+00,-12.56E-03
-887.60E-03,-284.39E-03,-5.01508E+00,+201.01E-03
-886.60E-03,-197.71E-03,-5.30402E+00,-62.81E-03
-885.60E-03,-139.92E-03,-5.21608E+00,+75.38E-03
-884.60E-03,-88.41E-03,-5.01508E+00,+201.01E-03
-883.60E-03,-28.11E-03,-5.01508E+00,+113.07E-03
-882.60E-03,+43.50E-03,-5.01508E+00,+12.56E-03
-881.60E-03,+87.47E-03,-5.15327E+00,+138.19E-03
-880.60E-03,+152.80E-03,-5.01508E+00,+0.0E+00
-879.60E-03,+189.23E-03,-5.16583E+00,+113.07E-03
-878.60E-03,+213.10E-03,-5.10302E+00,+201.01E-03
-877.60E-03,+259.58E-03,-5.15327E+00,+339.20E-03
-876.60E-03,+273.40E-03,-5.21608E+00,+0.0E+00
-875.60E-03,+308.58E-03,-5.01508E+00,+150.75E-03
-874.60E-03,+353.80E-03,-5.01508E+00,+100.50E-03
-873.60E-03,+373.90E-03,-5.21608E+00,+201.01E-03
-872.60E-03,+373.90E-03,-5.20352E+00,+201.01E-03
-871.60E-03,+377.67E-03,-5.01508E+00,+113.07E-03
-870.60E-03,+414.10E-03,-5.10302E+00,-62.81E-03
-869.60E-03,+414.10E-03,-5.15327E+00,+138.19E-03
-868.60E-03,+432.95E-03,-5.01508E+00,+175.88E-03
-867.60E-03,+429.18E-03,-5.16583E+00,+150.75E-03
-866.60E-03,+434.20E-03,-5.01508E+00,+100.50E-03
-865.60E-03,+407.82E-03,-5.06533E+00,+50.25E-03
-864.60E-03,+414.10E-03,-5.20352E+00,+201.01E-03
